State,Year,Rainfall_mm
SUBDIVISION,YEAR,ANNUAL
ANDAMAN & NICOBAR ISLANDS,1901,3373.20
ANDAMAN & NICOBAR ISLANDS,1902,3520.70
ANDAMAN & NICOBAR ISLANDS,1903,2957.40
ANDAMAN & NICOBAR ISLANDS,1904,3079.60
ANDAMAN & NICOBAR ISLANDS,1905,2566.70
ANDAMAN & NICOBAR ISLANDS,1906,2534.40
ANDAMAN & NICOBAR ISLANDS,1907,3347.90
ANDAMAN & NICOBAR ISLANDS,1908,3576.40
ANDAMAN & NICOBAR ISLANDS,1910,2899.40
ANDAMAN & NICOBAR ISLANDS,1911,2687.20
ANDAMAN & NICOBAR ISLANDS,1912,2960.50
ANDAMAN & NICOBAR ISLANDS,1913,2365.80
ANDAMAN & NICOBAR ISLANDS,1914,2957.80
ANDAMAN & NICOBAR ISLANDS,1915,2741.30
ANDAMAN & NICOBAR ISLANDS,1916,2937.50
ANDAMAN & NICOBAR ISLANDS,1917,2612.40
ANDAMAN & NICOBAR ISLANDS,1918,3275.00
ANDAMAN & NICOBAR ISLANDS,1919,2352.10
ANDAMAN & NICOBAR ISLANDS,1920,2943.20
ANDAMAN & NICOBAR ISLANDS,1921,2606.40
ANDAMAN & NICOBAR ISLANDS,1922,3554.20
ANDAMAN & NICOBAR ISLANDS,1923,
ANDAMAN & NICOBAR ISLANDS,1924,
ANDAMAN & NICOBAR ISLANDS,1925,2480.50
ANDAMAN & NICOBAR ISLANDS,1926,3282.20
ANDAMAN & NICOBAR ISLANDS,1927,2442.90
ANDAMAN & NICOBAR ISLANDS,1928,2998.30
ANDAMAN & NICOBAR ISLANDS,1929,2926.60
ANDAMAN & NICOBAR ISLANDS,1930,3075.10
ANDAMAN & NICOBAR ISLANDS,1931,2357.70
ANDAMAN & NICOBAR ISLANDS,1932,
ANDAMAN & NICOBAR ISLANDS,1933,2987.50
ANDAMAN & NICOBAR ISLANDS,1934,3722.80
ANDAMAN & NICOBAR ISLANDS,1935,3154.00
ANDAMAN & NICOBAR ISLANDS,1936,
ANDAMAN & NICOBAR ISLANDS,1937,3591.10
ANDAMAN & NICOBAR ISLANDS,1938,3264.40
ANDAMAN & NICOBAR ISLANDS,1939,2782.50
ANDAMAN & NICOBAR ISLANDS,1940,3007.50
ANDAMAN & NICOBAR ISLANDS,1941,2898.20
ANDAMAN & NICOBAR ISLANDS,1942,
ANDAMAN & NICOBAR ISLANDS,1946,2791.60
ANDAMAN & NICOBAR ISLANDS,1947,
ANDAMAN & NICOBAR ISLANDS,1949,3489.60
ANDAMAN & NICOBAR ISLANDS,1950,2422.20
ANDAMAN & NICOBAR ISLANDS,1951,3275.10
ANDAMAN & NICOBAR ISLANDS,1952,3079.90
ANDAMAN & NICOBAR ISLANDS,1953,2721.90
ANDAMAN & NICOBAR ISLANDS,1954,3449.00
ANDAMAN & NICOBAR ISLANDS,1955,3349.60
ANDAMAN & NICOBAR ISLANDS,1956,3080.00
ANDAMAN & NICOBAR ISLANDS,1957,2507.20
ANDAMAN & NICOBAR ISLANDS,1958,2807.40
ANDAMAN & NICOBAR ISLANDS,1959,3343.30
ANDAMAN & NICOBAR ISLANDS,1960,3025.00
ANDAMAN & NICOBAR ISLANDS,1961,3938.20
ANDAMAN & NICOBAR ISLANDS,1962,2959.70
ANDAMAN & NICOBAR ISLANDS,1963,2981.70
ANDAMAN & NICOBAR ISLANDS,1964,3054.80
ANDAMAN & NICOBAR ISLANDS,1965,3163.80
ANDAMAN & NICOBAR ISLANDS,1966,2701.20
ANDAMAN & NICOBAR ISLANDS,1967,3216.40
ANDAMAN & NICOBAR ISLANDS,1968,2762.80
ANDAMAN & NICOBAR ISLANDS,1969,2619.00
ANDAMAN & NICOBAR ISLANDS,1970,3370.80
ANDAMAN & NICOBAR ISLANDS,1971,2998.60
ANDAMAN & NICOBAR ISLANDS,1972,3323.00
ANDAMAN & NICOBAR ISLANDS,1973,2991.10
ANDAMAN & NICOBAR ISLANDS,1974,2962.00
ANDAMAN & NICOBAR ISLANDS,1975,3085.70
ANDAMAN & NICOBAR ISLANDS,1976,3276.00
ANDAMAN & NICOBAR ISLANDS,1977,2388.20
ANDAMAN & NICOBAR ISLANDS,1978,2712.40
ANDAMAN & NICOBAR ISLANDS,1979,1849.40
ANDAMAN & NICOBAR ISLANDS,1980,3625.30
ANDAMAN & NICOBAR ISLANDS,1981,3074.80
ANDAMAN & NICOBAR ISLANDS,1982,2384.50
ANDAMAN & NICOBAR ISLANDS,1983,2792.40
ANDAMAN & NICOBAR ISLANDS,1984,2820.30
ANDAMAN & NICOBAR ISLANDS,1985,2630.80
ANDAMAN & NICOBAR ISLANDS,1986,2187.80
ANDAMAN & NICOBAR ISLANDS,1987,2764.00
ANDAMAN & NICOBAR ISLANDS,1988,3323.00
ANDAMAN & NICOBAR ISLANDS,1989,2533.60
ANDAMAN & NICOBAR ISLANDS,1990,2183.40
ANDAMAN & NICOBAR ISLANDS,1991,2535.80
ANDAMAN & NICOBAR ISLANDS,1992,2098.70
ANDAMAN & NICOBAR ISLANDS,1993,2237.40
ANDAMAN & NICOBAR ISLANDS,1994,3262.80
ANDAMAN & NICOBAR ISLANDS,1995,3115.40
ANDAMAN & NICOBAR ISLANDS,1996,2996.90
ANDAMAN & NICOBAR ISLANDS,1997,2755.10
ANDAMAN & NICOBAR ISLANDS,1998,2846.40
ANDAMAN & NICOBAR ISLANDS,1999,2699.70
ANDAMAN & NICOBAR ISLANDS,2000,2763.20
ANDAMAN & NICOBAR ISLANDS,2001,3080.90
ANDAMAN & NICOBAR ISLANDS,2002,2620.20
ANDAMAN & NICOBAR ISLANDS,2003,2355.90
ANDAMAN & NICOBAR ISLANDS,2004,2460.10
ANDAMAN & NICOBAR ISLANDS,2005,2954.70
ANDAMAN & NICOBAR ISLANDS,2006,2404.70
ANDAMAN & NICOBAR ISLANDS,2007,2748.00
ANDAMAN & NICOBAR ISLANDS,2008,3374.80
ANDAMAN & NICOBAR ISLANDS,2009,2538.60
ANDAMAN & NICOBAR ISLANDS,2010,3157.10
ANDAMAN & NICOBAR ISLANDS,2011,3828.00
ANDAMAN & NICOBAR ISLANDS,2012,3497.60
ANDAMAN & NICOBAR ISLANDS,2013,3757.80
ANDAMAN & NICOBAR ISLANDS,2014,2622.40
ANDAMAN & NICOBAR ISLANDS,2015,2904.60
ARUNACHAL PRADESH,1916,
ARUNACHAL PRADESH,1917,
ARUNACHAL PRADESH,1918,5486.30
ARUNACHAL PRADESH,1919,4693.90
ARUNACHAL PRADESH,1920,4106.70
ARUNACHAL PRADESH,1921,5691.40
ARUNACHAL PRADESH,1922,4187.20
ARUNACHAL PRADESH,1923,3507.50
ARUNACHAL PRADESH,1924,4450.50
ARUNACHAL PRADESH,1925,4439.80
ARUNACHAL PRADESH,1926,3521.60
ARUNACHAL PRADESH,1927,5253.20
ARUNACHAL PRADESH,1928,5272.70
ARUNACHAL PRADESH,1929,4320.20
ARUNACHAL PRADESH,1930,4334.10
ARUNACHAL PRADESH,1931,4872.10
ARUNACHAL PRADESH,1932,4850.90
ARUNACHAL PRADESH,1933,3773.30
ARUNACHAL PRADESH,1934,4575.70
ARUNACHAL PRADESH,1935,4173.70
ARUNACHAL PRADESH,1936,4788.90
ARUNACHAL PRADESH,1937,3375.10
ARUNACHAL PRADESH,1938,6129.00
ARUNACHAL PRADESH,1939,3898.70
ARUNACHAL PRADESH,1940,4099.30
ARUNACHAL PRADESH,1941,4220.20
ARUNACHAL PRADESH,1942,3828.20
ARUNACHAL PRADESH,1943,4326.70
ARUNACHAL PRADESH,1944,3904.30
ARUNACHAL PRADESH,1945,3649.30
ARUNACHAL PRADESH,1946,4011.20
ARUNACHAL PRADESH,1947,4369.10
ARUNACHAL PRADESH,1948,6331.10
ARUNACHAL PRADESH,1949,4874.70
ARUNACHAL PRADESH,1950,
ARUNACHAL PRADESH,1951,3354.20
ARUNACHAL PRADESH,1952,2396.10
ARUNACHAL PRADESH,1953,
ARUNACHAL PRADESH,1957,
ARUNACHAL PRADESH,1958,5063.50
ARUNACHAL PRADESH,1959,4195.50
ARUNACHAL PRADESH,1960,3709.40
ARUNACHAL PRADESH,1961,3676.50
ARUNACHAL PRADESH,1962,
ARUNACHAL PRADESH,1963,4138.00
ARUNACHAL PRADESH,1964,4959.30
ARUNACHAL PRADESH,1965,2196.80
ARUNACHAL PRADESH,1966,2209.60
ARUNACHAL PRADESH,1967,1668.50
ARUNACHAL PRADESH,1968,2139.00
ARUNACHAL PRADESH,1969,1877.70
ARUNACHAL PRADESH,1970,1973.40
ARUNACHAL PRADESH,1971,2184.50
ARUNACHAL PRADESH,1972,2281.30
ARUNACHAL PRADESH,1973,2457.50
ARUNACHAL PRADESH,1974,3063.90
ARUNACHAL PRADESH,1975,2213.30
ARUNACHAL PRADESH,1976,2419.50
ARUNACHAL PRADESH,1977,3774.30
ARUNACHAL PRADESH,1978,2531.00
ARUNACHAL PRADESH,1979,2773.60
ARUNACHAL PRADESH,1980,3215.30
ARUNACHAL PRADESH,1981,2790.90
ARUNACHAL PRADESH,1982,2779.50
ARUNACHAL PRADESH,1983,3335.30
ARUNACHAL PRADESH,1984,3278.00
ARUNACHAL PRADESH,1985,3266.20
ARUNACHAL PRADESH,1986,2495.60
ARUNACHAL PRADESH,1987,3433.20
ARUNACHAL PRADESH,1988,4155.30
ARUNACHAL PRADESH,1989,3281.60
ARUNACHAL PRADESH,1990,3604.00
ARUNACHAL PRADESH,1991,3434.40
ARUNACHAL PRADESH,1992,2707.00
ARUNACHAL PRADESH,1993,3348.90
ARUNACHAL PRADESH,1994,2287.40
ARUNACHAL PRADESH,1995,3068.80
ARUNACHAL PRADESH,1996,2520.50
ARUNACHAL PRADESH,1997,2274.90
ARUNACHAL PRADESH,1998,3616.70
ARUNACHAL PRADESH,1999,2316.60
ARUNACHAL PRADESH,2000,2596.80
ARUNACHAL PRADESH,2001,2036.00
ARUNACHAL PRADESH,2002,2389.20
ARUNACHAL PRADESH,2003,2451.80
ARUNACHAL PRADESH,2004,2545.70
ARUNACHAL PRADESH,2005,2335.50
ARUNACHAL PRADESH,2006,2259.60
ARUNACHAL PRADESH,2007,3020.70
ARUNACHAL PRADESH,2008,2244.40
ARUNACHAL PRADESH,2009,1749.90
ARUNACHAL PRADESH,2010,2855.70
ARUNACHAL PRADESH,2011,2193.70
ARUNACHAL PRADESH,2012,3440.30
ARUNACHAL PRADESH,2013,2042.90
ARUNACHAL PRADESH,2014,2403.20
ARUNACHAL PRADESH,2015,2767.50
ASSAM & MEGHALAYA,1901,2498.60
ASSAM & MEGHALAYA,1902,2952.10
ASSAM & MEGHALAYA,1903,2544.70
ASSAM & MEGHALAYA,1904,2664.10
ASSAM & MEGHALAYA,1905,2790.60
ASSAM & MEGHALAYA,1906,2663.40
ASSAM & MEGHALAYA,1907,2521.10
ASSAM & MEGHALAYA,1908,2277.80
ASSAM & MEGHALAYA,1909,2377.00
ASSAM & MEGHALAYA,1910,2887.30
ASSAM & MEGHALAYA,1911,3096.20
ASSAM & MEGHALAYA,1912,2743.50
ASSAM & MEGHALAYA,1913,2760.50
ASSAM & MEGHALAYA,1914,2343.80
ASSAM & MEGHALAYA,1915,3165.10
ASSAM & MEGHALAYA,1916,2601.10
ASSAM & MEGHALAYA,1917,2519.90
ASSAM & MEGHALAYA,1918,3106.80
ASSAM & MEGHALAYA,1919,2344.20
ASSAM & MEGHALAYA,1920,2623.60
ASSAM & MEGHALAYA,1921,2999.70
ASSAM & MEGHALAYA,1922,2261.90
ASSAM & MEGHALAYA,1923,2440.60
ASSAM & MEGHALAYA,1924,2691.40
ASSAM & MEGHALAYA,1925,2550.50
ASSAM & MEGHALAYA,1926,2511.70
ASSAM & MEGHALAYA,1927,2793.10
ASSAM & MEGHALAYA,1928,2634.30
ASSAM & MEGHALAYA,1929,2953.80
ASSAM & MEGHALAYA,1930,2550.70
ASSAM & MEGHALAYA,1931,2800.10
ASSAM & MEGHALAYA,1932,2888.70
ASSAM & MEGHALAYA,1933,2339.10
ASSAM & MEGHALAYA,1934,3074.90
ASSAM & MEGHALAYA,1935,2678.40
ASSAM & MEGHALAYA,1936,2671.30
ASSAM & MEGHALAYA,1937,2324.60
ASSAM & MEGHALAYA,1938,2786.50
ASSAM & MEGHALAYA,1939,2401.60
ASSAM & MEGHALAYA,1940,2451.60
ASSAM & MEGHALAYA,1941,2709.50
ASSAM & MEGHALAYA,1942,2677.00
ASSAM & MEGHALAYA,1943,2703.70
ASSAM & MEGHALAYA,1944,2524.30
ASSAM & MEGHALAYA,1945,2665.70
ASSAM & MEGHALAYA,1946,2679.50
ASSAM & MEGHALAYA,1947,2643.30
ASSAM & MEGHALAYA,1948,3185.40
ASSAM & MEGHALAYA,1949,2983.40
ASSAM & MEGHALAYA,1950,2392.40
ASSAM & MEGHALAYA,1951,2613.80
ASSAM & MEGHALAYA,1952,2851.30
ASSAM & MEGHALAYA,1953,2559.90
ASSAM & MEGHALAYA,1954,2859.10
ASSAM & MEGHALAYA,1955,2761.20
ASSAM & MEGHALAYA,1956,2802.90
ASSAM & MEGHALAYA,1957,2257.20
ASSAM & MEGHALAYA,1958,2626.40
ASSAM & MEGHALAYA,1959,2535.80
ASSAM & MEGHALAYA,1960,2342.20
ASSAM & MEGHALAYA,1961,2195.30
ASSAM & MEGHALAYA,1962,2295.90
ASSAM & MEGHALAYA,1963,2511.80
ASSAM & MEGHALAYA,1964,2729.60
ASSAM & MEGHALAYA,1965,2398.90
ASSAM & MEGHALAYA,1966,2789.30
ASSAM & MEGHALAYA,1967,2123.40
ASSAM & MEGHALAYA,1968,2530.80
ASSAM & MEGHALAYA,1969,2332.20
ASSAM & MEGHALAYA,1970,3048.40
ASSAM & MEGHALAYA,1971,2315.10
ASSAM & MEGHALAYA,1972,2379.10
ASSAM & MEGHALAYA,1973,2672.10
ASSAM & MEGHALAYA,1974,3403.50
ASSAM & MEGHALAYA,1975,2270.60
ASSAM & MEGHALAYA,1976,1956.00
ASSAM & MEGHALAYA,1977,2616.60
ASSAM & MEGHALAYA,1978,2011.90
ASSAM & MEGHALAYA,1979,2188.50
ASSAM & MEGHALAYA,1980,2289.20
ASSAM & MEGHALAYA,1981,2079.30
ASSAM & MEGHALAYA,1982,2382.20
ASSAM & MEGHALAYA,1983,2620.00
ASSAM & MEGHALAYA,1984,3157.00
ASSAM & MEGHALAYA,1985,2801.60
ASSAM & MEGHALAYA,1986,2592.80
ASSAM & MEGHALAYA,1987,2921.40
ASSAM & MEGHALAYA,1988,3261.70
ASSAM & MEGHALAYA,1989,2682.10
ASSAM & MEGHALAYA,1990,2771.20
ASSAM & MEGHALAYA,1991,2838.00
ASSAM & MEGHALAYA,1992,2259.80
ASSAM & MEGHALAYA,1993,2879.20
ASSAM & MEGHALAYA,1994,2121.30
ASSAM & MEGHALAYA,1995,2886.10
ASSAM & MEGHALAYA,1996,2466.90
ASSAM & MEGHALAYA,1997,2372.20
ASSAM & MEGHALAYA,1998,2803.10
ASSAM & MEGHALAYA,1999,2594.20
ASSAM & MEGHALAYA,2000,2487.00
ASSAM & MEGHALAYA,2001,2178.40
ASSAM & MEGHALAYA,2002,2392.70
ASSAM & MEGHALAYA,2003,2434.10
ASSAM & MEGHALAYA,2004,2994.30
ASSAM & MEGHALAYA,2005,2468.30
ASSAM & MEGHALAYA,2006,1898.60
ASSAM & MEGHALAYA,2007,2752.80
ASSAM & MEGHALAYA,2008,2339.70
ASSAM & MEGHALAYA,2009,2068.20
ASSAM & MEGHALAYA,2010,2711.50
ASSAM & MEGHALAYA,2011,1743.40
ASSAM & MEGHALAYA,2012,2609.40
ASSAM & MEGHALAYA,2013,1816.40
ASSAM & MEGHALAYA,2014,2206.10
ASSAM & MEGHALAYA,2015,2470.90
NAGA MANI MIZO TRIPURA,1901,2168.40
NAGA MANI MIZO TRIPURA,1902,2175.00
NAGA MANI MIZO TRIPURA,1903,2230.70
NAGA MANI MIZO TRIPURA,1904,2519.80
NAGA MANI MIZO TRIPURA,1905,2527.60
NAGA MANI MIZO TRIPURA,1906,2514.40
NAGA MANI MIZO TRIPURA,1907,2121.70
NAGA MANI MIZO TRIPURA,1908,2319.30
NAGA MANI MIZO TRIPURA,1909,2308.70
NAGA MANI MIZO TRIPURA,1910,2267.90
NAGA MANI MIZO TRIPURA,1911,2479.80
NAGA MANI MIZO TRIPURA,1912,2308.80
NAGA MANI MIZO TRIPURA,1913,2613.20
NAGA MANI MIZO TRIPURA,1914,2529.20
NAGA MANI MIZO TRIPURA,1915,2819.90
NAGA MANI MIZO TRIPURA,1916,2555.00
NAGA MANI MIZO TRIPURA,1917,2222.20
NAGA MANI MIZO TRIPURA,1918,3013.30
NAGA MANI MIZO TRIPURA,1919,2047.90
NAGA MANI MIZO TRIPURA,1920,2375.80
NAGA MANI MIZO TRIPURA,1921,2638.20
NAGA MANI MIZO TRIPURA,1922,2462.60
NAGA MANI MIZO TRIPURA,1923,2685.50
NAGA MANI MIZO TRIPURA,1924,2701.70
NAGA MANI MIZO TRIPURA,1925,2447.50
NAGA MANI MIZO TRIPURA,1926,2463.20
NAGA MANI MIZO TRIPURA,1927,2887.50
NAGA MANI MIZO TRIPURA,1928,2472.40
NAGA MANI MIZO TRIPURA,1929,2859.40
NAGA MANI MIZO TRIPURA,1930,2487.40
NAGA MANI MIZO TRIPURA,1931,2461.10
NAGA MANI MIZO TRIPURA,1932,2761.70
NAGA MANI MIZO TRIPURA,1933,2451.80
NAGA MANI MIZO TRIPURA,1934,3040.80
NAGA MANI MIZO TRIPURA,1935,2543.30
NAGA MANI MIZO TRIPURA,1936,2917.10
NAGA MANI MIZO TRIPURA,1937,2741.60
NAGA MANI MIZO TRIPURA,1938,2971.60
NAGA MANI MIZO TRIPURA,1939,2608.30
NAGA MANI MIZO TRIPURA,1940,2526.70
NAGA MANI MIZO TRIPURA,1941,2966.20
NAGA MANI MIZO TRIPURA,1942,2680.90
NAGA MANI MIZO TRIPURA,1943,2427.90
NAGA MANI MIZO TRIPURA,1944,2877.30
NAGA MANI MIZO TRIPURA,1945,3051.90
NAGA MANI MIZO TRIPURA,1946,3036.20
NAGA MANI MIZO TRIPURA,1947,3210.20
NAGA MANI MIZO TRIPURA,1948,2822.10
NAGA MANI MIZO TRIPURA,1949,2976.30
NAGA MANI MIZO TRIPURA,1950,2423.00
NAGA MANI MIZO TRIPURA,1951,2609.30
NAGA MANI MIZO TRIPURA,1952,2810.90
NAGA MANI MIZO TRIPURA,1953,2661.60
NAGA MANI MIZO TRIPURA,1954,2905.10
NAGA MANI MIZO TRIPURA,1955,2865.00
NAGA MANI MIZO TRIPURA,1956,3022.70
NAGA MANI MIZO TRIPURA,1957,2303.90
NAGA MANI MIZO TRIPURA,1958,1968.60
NAGA MANI MIZO TRIPURA,1959,2327.60
NAGA MANI MIZO TRIPURA,1960,1799.90
NAGA MANI MIZO TRIPURA,1961,1901.20
NAGA MANI MIZO TRIPURA,1962,1822.50
NAGA MANI MIZO TRIPURA,1963,2970.00
NAGA MANI MIZO TRIPURA,1964,2328.70
NAGA MANI MIZO TRIPURA,1965,2031.00
NAGA MANI MIZO TRIPURA,1966,2478.60
NAGA MANI MIZO TRIPURA,1967,2229.90
NAGA MANI MIZO TRIPURA,1968,2110.00
NAGA MANI MIZO TRIPURA,1969,3610.00
NAGA MANI MIZO TRIPURA,1970,4316.20
NAGA MANI MIZO TRIPURA,1971,3080.70
NAGA MANI MIZO TRIPURA,1972,1353.80
NAGA MANI MIZO TRIPURA,1973,2105.80
NAGA MANI MIZO TRIPURA,1974,2329.60
NAGA MANI MIZO TRIPURA,1975,2209.70
NAGA MANI MIZO TRIPURA,1976,2651.40
NAGA MANI MIZO TRIPURA,1977,2358.50
NAGA MANI MIZO TRIPURA,1978,2150.80
NAGA MANI MIZO TRIPURA,1979,1749.20
NAGA MANI MIZO TRIPURA,1980,2305.00
NAGA MANI MIZO TRIPURA,1981,2072.20
NAGA MANI MIZO TRIPURA,1982,2027.50
NAGA MANI MIZO TRIPURA,1983,2588.00
NAGA MANI MIZO TRIPURA,1984,2454.00
NAGA MANI MIZO TRIPURA,1985,2105.30
NAGA MANI MIZO TRIPURA,1986,2342.30
NAGA MANI MIZO TRIPURA,1987,2361.30
NAGA MANI MIZO TRIPURA,1988,2820.20
NAGA MANI MIZO TRIPURA,1989,2359.00
NAGA MANI MIZO TRIPURA,1990,2582.30
NAGA MANI MIZO TRIPURA,1991,2851.90
NAGA MANI MIZO TRIPURA,1992,2221.40
NAGA MANI MIZO TRIPURA,1993,2881.70
NAGA MANI MIZO TRIPURA,1994,1712.50
NAGA MANI MIZO TRIPURA,1995,2340.20
NAGA MANI MIZO TRIPURA,1996,2194.50
NAGA MANI MIZO TRIPURA,1997,2212.00
NAGA MANI MIZO TRIPURA,1998,2225.40
NAGA MANI MIZO TRIPURA,1999,2233.00
NAGA MANI MIZO TRIPURA,2000,2363.90
NAGA MANI MIZO TRIPURA,2001,2149.00
NAGA MANI MIZO TRIPURA,2002,2242.30
NAGA MANI MIZO TRIPURA,2003,2162.20
NAGA MANI MIZO TRIPURA,2004,2353.70
NAGA MANI MIZO TRIPURA,2005,1836.70
NAGA MANI MIZO TRIPURA,2006,1872.00
NAGA MANI MIZO TRIPURA,2007,2538.20
NAGA MANI MIZO TRIPURA,2008,1748.90
NAGA MANI MIZO TRIPURA,2009,1737.70
NAGA MANI MIZO TRIPURA,2010,2295.20
NAGA MANI MIZO TRIPURA,2011,1892.10
NAGA MANI MIZO TRIPURA,2012,1922.90
NAGA MANI MIZO TRIPURA,2013,1557.20
NAGA MANI MIZO TRIPURA,2014,1599.90
NAGA MANI MIZO TRIPURA,2015,1922.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,2113.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,3180.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,2404.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,2169.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,3005.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,2618.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,2530.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,1988.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,2670.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,3046.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,3194.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,2793.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,2935.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,2414.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,2504.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,3476.80
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,2841.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,2981.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,2544.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,2884.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,3513.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,3001.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,2489.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,2950.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,2886.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,2637.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,2732.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,2868.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,2931.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,2184.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,2876.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,2715.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,2514.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,2612.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,2785.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,2660.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,2568.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,3249.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,2591.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,2320.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,2718.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,2365.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,2917.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,2583.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,2755.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,2768.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,2534.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,2936.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,3287.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,2762.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,2683.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,3270.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,2594.00
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,3055.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,2992.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,2885.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,2225.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,2820.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,2580.10
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,2610.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,2304.20
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,2521.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2604.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,2981.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,2762.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,2515.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2860.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,3378.80
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,2424.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,2702.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,3226.80
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,2414.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,2804.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,3341.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,2663.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,2793.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,2906.50
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,2377.80
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,2511.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,3148.60
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,2969.30
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,2337.70
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,2838.80
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,2748.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,3037.90
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,2365.40
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,3185.50
